LAB_ar,LAB_tr,LAB1,LAB2,LAB3,LAB4,C1,C2,C3,C4,P1,P2,P3,P4,M1,M2,M3,M4
مذحج,MḎḤǦ,M,Ḏ,Ḥ,Ǧ,24,9,6,5,1,3,8,5,5,3,3,1
مذقر,MḎQR,M,Ḏ,Q,R,24,9,21,10,1,3,7,4,5,3,1,8
مرتك,MRTK,M,R,T,K,24,10,3,22,1,4,4,6,5,8,1,1
مرجس,MRǦS,M,R,Ǧ,S,24,10,5,12,1,4,5,4,5,8,1,3
مرجل,MRǦL,M,R,Ǧ,L,24,10,5,23,1,4,5,4,5,8,1,6
مرجن,MRǦN,M,R,Ǧ,N,24,10,5,25,1,4,5,4,5,8,1,5
مرخد,MRḪD,M,R,Ḫ,D,24,10,7,8,1,4,7,4,5,8,3,1
مرطل,MRṬL,M,R,Ṭ,L,24,10,16,23,1,4,4,4,5,8,2,6
مرفن,MRFN,M,R,F,N,24,10,20,25,1,4,2,4,5,8,3,5
مرنب,MRNB,M,R,N,B,24,10,25,2,1,4,4,1,5,8,5,1
مرهم,MRHM,M,R,H,M,24,10,26,24,1,4,9,1,5,8,3,5
مستق,MSTQ,M,S,T,Q,24,12,3,21,1,4,4,7,5,3,1,1
مسكن,MSKN,M,S,K,N,24,12,22,25,1,4,6,4,5,3,1,5
مصطر,MṢṬR,M,Ṣ,Ṭ,R,24,14,16,10,1,4,4,4,5,4,2,8
مصطك,MṢṬK,M,Ṣ,Ṭ,K,24,14,16,22,1,4,4,6,5,4,2,1
مطرن,MṬRN,M,Ṭ,R,N,24,16,10,25,1,4,4,4,5,2,8,5
مغدن,MĠDN,M,Ġ,D,N,24,19,8,25,1,7,4,4,5,3,1,5
مغمغ,MĠMĠ,M,Ġ,M,Ġ,24,19,24,19,1,7,1,7,5,3,5,3
مقعط,MQʿṬ,M,Q,ʿ,Ṭ,24,21,18,16,1,7,8,4,5,1,3,2
ملبس,MLBS,M,L,B,S,24,23,2,12,1,4,1,4,5,6,1,3
ملهم,MLHM,M,L,H,M,24,23,26,24,1,4,9,1,5,6,3,5
مندد,MNDD,M,N,D,D,24,25,8,8,1,4,4,4,5,5,1,1
مندل,MNDL,M,N,D,L,24,25,8,23,1,4,4,4,5,5,1,6
مهصل,MHṢL,M,H,Ṣ,L,24,26,14,23,1,9,4,4,5,3,4,6
مهيم,MHYM,M,H,Y,M,24,26,28,24,1,9,5,1,5,3,9,5
موبذ,MWBḎ,M,W,B,Ḏ,24,27,2,9,1,6,1,3,5,9,1,3
مومي,MWMY,M,W,M,Y,24,27,24,28,1,6,1,5,5,9,5,9
ميسن,MYSN,M,Y,S,N,24,28,12,25,1,5,4,4,5,9,3,5
نأجل,NʾǦL,N,ʾ,Ǧ,L,25,1,5,23,4,9,5,4,5,1,1,6
نأدل,NʾDL,N,ʾ,D,L,25,1,8,23,4,9,4,4,5,1,1,6
نأطل,NʾṬL,N,ʾ,Ṭ,L,25,1,16,23,4,9,4,4,5,1,2,6
نأمس,NʾMS,N,ʾ,M,S,25,1,24,12,4,9,1,4,5,1,5,3
نأمل,NʾML,N,ʾ,M,L,25,1,24,23,4,9,1,4,5,1,5,6
نأنأ,NʾNʾ,N,ʾ,N,ʾ,25,1,25,1,4,9,4,9,5,1,5,1
نبرس,NBRS,N,B,R,S,25,2,10,12,4,1,4,4,5,1,8,3
نخرب,NḪRB,N,Ḫ,R,B,25,7,10,2,4,7,4,1,5,3,8,1
نخرط,NḪRṬ,N,Ḫ,R,Ṭ,25,7,10,16,4,7,4,4,5,3,8,2
نرجس,NRǦS,N,R,Ǧ,S,25,10,5,12,4,4,5,4,5,8,1,3
نرجل,NRǦL,N,R,Ǧ,L,25,10,5,23,4,4,5,4,5,8,1,6
نرسن,NRSN,N,R,S,N,25,10,12,25,4,4,4,4,5,8,3,5
نرمق,NRMQ,N,R,M,Q,25,10,24,21,4,4,1,7,5,8,5,1
نستق,NSTQ,N,S,T,Q,25,12,3,21,4,4,4,7,5,3,1,1
نسطر,NSṬR,N,S,Ṭ,R,25,12,16,10,4,4,4,4,5,3,2,8
نسطس,NSṬS,N,S,Ṭ,S,25,12,16,12,4,4,4,4,5,3,2,3
نعثل,NʿṮL,N,ʿ,Ṯ,L,25,18,4,23,4,8,3,4,5,3,3,6
نعدل,NʿDL,N,ʿ,D,L,25,18,8,23,4,8,4,4,5,3,1,6
نعظل,NʿẒL,N,ʿ,Ẓ,L,25,18,17,23,4,8,3,4,5,3,4,6
نغبق,NĠBQ,N,Ġ,B,Q,25,19,2,21,4,7,1,7,5,3,1,1
نغبل,NĠBL,N,Ġ,B,L,25,19,2,23,4,7,1,4,5,3,1,6
نفرج,NFRǦ,N,F,R,Ǧ,25,20,10,5,4,2,4,5,5,3,8,1
نفطر,NFṬR,N,F,Ṭ,R,25,20,16,10,4,2,4,4,5,3,2,8
نفنف,NFNF,N,F,N,F,25,20,25,20,4,2,4,2,5,3,5,3
نقثل,NQṮL,N,Q,Ṯ,L,25,21,4,23,4,7,3,4,5,1,3,6
نقرس,NQRS,N,Q,R,S,25,21,10,12,4,7,4,4,5,1,8,3
نمرد,NMRD,N,M,R,D,25,24,10,8,4,1,4,4,5,5,8,1
نمرذ,NMRḎ,N,M,R,Ḏ,25,24,10,9,4,1,4,3,5,5,8,3
نمرق,NMRQ,N,M,R,Q,25,24,10,21,4,1,4,7,5,5,8,1
نهبر,NHBR,N,H,B,R,25,26,2,10,4,9,1,4,5,3,1,8
نهبع,NHBʿ,N,H,B,ʿ,25,26,2,18,4,9,1,8,5,3,1,3
نهبل,NHBL,N,H,B,L,25,26,2,23,4,9,1,4,5,3,1,6
نهتر,NHTR,N,H,T,R,25,26,3,10,4,9,4,4,5,3,1,8
نهسر,NHSR,N,H,S,R,25,26,12,10,4,9,4,4,5,3,3,8
نهشل,NHŠL,N,H,Š,L,25,26,13,23,4,9,5,4,5,3,3,6
نهضل,NHḌL,N,H,Ḍ,L,25,26,15,23,4,9,4,4,5,3,7,6
نهنه,NHNH,N,H,N,H,25,26,25,26,4,9,4,9,5,3,5,3
نيبق,NYBQ,N,Y,B,Q,25,28,2,21,4,5,1,7,5,9,1,1
نيفق,NYFQ,N,Y,F,Q,25,28,20,21,4,5,2,7,5,9,3,1
هأهأ,HʾHʾ,H,ʾ,H,ʾ,26,1,26,1,9,9,9,9,3,1,3,1
هبرج,HBRǦ,H,B,R,Ǧ,26,2,10,5,9,1,4,5,3,1,8,1
هبرد,HBRD,H,B,R,D,26,2,10,8,9,1,4,4,3,1,8,1
هبرز,HBRZ,H,B,R,Z,26,2,10,11,9,1,4,4,3,1,8,3
هبرق,HBRQ,H,B,R,Q,26,2,10,21,9,1,4,7,3,1,8,1
هبرك,HBRK,H,B,R,K,26,2,10,22,9,1,4,6,3,1,8,1
هبرم,HBRM,H,B,R,M,26,2,10,24,9,1,4,1,3,1,8,5
هبقع,HBQʿ,H,B,Q,ʿ,26,2,21,18,9,1,7,8,3,1,1,3
هبلع,HBLʿ,H,B,L,ʿ,26,2,23,18,9,1,4,8,3,1,6,3
هبنق,HBNQ,H,B,N,Q,26,2,25,21,9,1,4,7,3,1,5,1
هبنك,HBNK,H,B,N,K,26,2,25,22,9,1,4,6,3,1,5,1
هتكر,HTKR,H,T,K,R,26,3,22,10,9,4,6,4,3,1,1,8
هتلم,HTLM,H,T,L,M,26,3,23,24,9,4,4,1,3,1,6,5
هتمر,HTMR,H,T,M,R,26,3,24,10,9,4,1,4,3,1,5,8
هتمل,HTML,H,T,M,L,26,3,24,23,9,4,1,4,3,1,5,6
هثمل,HṮML,H,Ṯ,M,L,26,4,24,23,9,3,1,4,3,3,5,6
هجبس,HǦBS,H,Ǧ,B,S,26,5,2,12,9,5,1,4,3,1,1,3
هجدم,HǦDM,H,Ǧ,D,M,26,5,8,24,9,5,4,1,3,1,1,5
هجرس,HǦRS,H,Ǧ,R,S,26,5,10,12,9,5,4,4,3,1,8,3
هجرع,HǦRʿ,H,Ǧ,R,ʿ,26,5,10,18,9,5,4,8,3,1,8,3
هجنع,HǦNʿ,H,Ǧ,N,ʿ,26,5,25,18,9,5,4,8,3,1,5,3
هجنف,HǦNF,H,Ǧ,N,F,26,5,25,20,9,5,4,2,3,1,5,3
هدبد,HDBD,H,D,B,D,26,8,2,8,9,4,1,4,3,1,1,1
هدبس,HDBS,H,D,B,S,26,8,2,12,9,4,1,4,3,1,1,3
هدكر,HDKR,H,D,K,R,26,8,22,10,9,4,6,4,3,1,1,8
هدلع,HDLʿ,H,D,L,ʿ,26,8,23,18,9,4,4,8,3,1,6,3
هدلغ,HDLĠ,H,D,L,Ġ,26,8,23,19,9,4,4,7,3,1,6,3
هدلق,HDLQ,H,D,L,Q,26,8,23,21,9,4,4,7,3,1,6,1
هدمل,HDML,H,D,M,L,26,8,24,23,9,4,1,4,3,1,5,6
هذخر,HḎḪR,H,Ḏ,Ḫ,R,26,9,7,10,9,3,7,4,3,3,3,8
هذرب,HḎRB,H,Ḏ,R,B,26,9,10,2,9,3,4,1,3,3,8,1
هذرم,HḎRM,H,Ḏ,R,M,26,9,10,24,9,3,4,1,3,3,8,5
هذلع,HḎLʿ,H,Ḏ,L,ʿ,26,9,23,18,9,3,4,8,3,3,6,3
هذلم,HḎLM,H,Ḏ,L,M,26,9,23,24,9,3,4,1,3,3,6,5
هذمل,HḎML,H,Ḏ,M,L,26,9,24,23,9,3,1,4,3,3,5,6
هربذ,HRBḎ,H,R,B,Ḏ,26,10,2,9,9,4,1,3,3,8,1,3
هربع,HRBʿ,H,R,B,ʿ,26,10,2,18,9,4,1,8,3,8,1,3
هرتم,HRTM,H,R,T,M,26,10,3,24,9,4,4,1,3,8,1,5
هرثم,HRṮM,H,R,Ṯ,M,26,10,4,24,9,4,3,1,3,8,3,5
هرجب,HRǦB,H,R,Ǧ,B,26,10,5,2,9,4,5,1,3,8,1,1
هرجس,HRǦS,H,R,Ǧ,S,26,10,5,12,9,4,5,4,3,8,1,3
هرجع,HRǦʿ,H,R,Ǧ,ʿ,26,10,5,18,9,4,5,8,3,8,1,3
هرجل,HRǦL,H,R,Ǧ,L,26,10,5,23,9,4,5,4,3,8,1,6
هردب,HRDB,H,R,D,B,26,10,8,2,9,4,4,1,3,8,1,1
هردج,HRDǦ,H,R,D,Ǧ,26,10,8,5,9,4,4,5,3,8,1,1
هردش,HRDŠ,H,R,D,Š,26,10,8,13,9,4,4,5,3,8,1,3
هردل,HRDL,H,R,D,L,26,10,8,23,9,4,4,4,3,8,1,6
هردم,HRDM,H,R,D,M,26,10,8,24,9,4,4,1,3,8,1,5
هرشب,HRŠB,H,R,Š,B,26,10,13,2,9,4,5,1,3,8,3,1
هرشد,HRŠD,H,R,Š,D,26,10,13,8,9,4,5,4,3,8,3,1
هرشف,HRŠF,H,R,Š,F,26,10,13,20,9,4,5,2,3,8,3,3
هرشم,HRŠM,H,R,Š,M,26,10,13,24,9,4,5,1,3,8,3,5
هرشن,HRŠN,H,R,Š,N,26,10,13,25,9,4,5,4,3,8,3,5
هرطل,HRṬL,H,R,Ṭ,L,26,10,16,23,9,4,4,4,3,8,2,6
هرقل,HRQL,H,R,Q,L,26,10,21,23,9,4,7,4,3,8,1,6
هركل,HRKL,H,R,K,L,26,10,22,23,9,4,6,4,3,8,1,6
هرمت,HRMT,H,R,M,T,26,10,24,3,9,4,1,4,3,8,5,1
هرمز,HRMZ,H,R,M,Z,26,10,24,11,9,4,1,4,3,8,5,3
هرمس,HRMS,H,R,M,S,26,10,24,12,9,4,1,4,3,8,5,3
هرمط,HRMṬ,H,R,M,Ṭ,26,10,24,16,9,4,1,4,3,8,5,2
هرمع,HRMʿ,H,R,M,ʿ,26,10,24,18,9,4,1,8,3,8,5,3
هرمل,HRML,H,R,M,L,26,10,24,23,9,4,1,4,3,8,5,6
هرنص,HRNṢ,H,R,N,Ṣ,26,10,25,14,9,4,4,4,3,8,5,4
هرنع,HRNʿ,H,R,N,ʿ,26,10,25,18,9,4,4,8,3,8,5,3
هرنغ,HRNĠ,H,R,N,Ġ,26,10,25,19,9,4,4,7,3,8,5,3
هرول,HRWL,H,R,W,L,26,10,27,23,9,4,6,4,3,8,9,6
هزبر,HZBR,H,Z,B,R,26,11,2,10,9,4,1,4,3,3,1,8
هزبز,HZBZ,H,Z,B,Z,26,11,2,11,9,4,1,4,3,3,1,3
هزبل,HZBL,H,Z,B,L,26,11,2,23,9,4,1,4,3,3,1,6
هزرف,HZRF,H,Z,R,F,26,11,10,20,9,4,4,2,3,3,8,3
هزرق,HZRQ,H,Z,R,Q,26,11,10,21,9,4,4,7,3,3,8,1
هزقل,HZQL,H,Z,Q,L,26,11,21,23,9,4,7,4,3,3,1,6
هزلج,HZLǦ,H,Z,L,Ǧ,26,11,23,5,9,4,4,5,3,3,6,1
هزلع,HZLʿ,H,Z,L,ʿ,26,11,23,18,9,4,4,8,3,3,6,3
هزلق,HZLQ,H,Z,L,Q,26,11,23,21,9,4,4,7,3,3,6,1
هزمج,HZMǦ,H,Z,M,Ǧ,26,11,24,5,9,4,1,5,3,3,5,1
هزمر,HZMR,H,Z,M,R,26,11,24,10,9,4,1,4,3,3,5,8
هزنع,HZNʿ,H,Z,N,ʿ,26,11,25,18,9,4,4,8,3,3,5,3
هشنق,HŠNQ,H,Š,N,Q,26,13,25,21,9,5,4,7,3,3,5,1
هطلس,HṬLS,H,Ṭ,L,S,26,16,23,12,9,4,4,4,3,2,6,3
هطلع,HṬLʿ,H,Ṭ,L,ʿ,26,16,23,18,9,4,4,8,3,2,6,3
هطمل,HṬML,H,Ṭ,M,L,26,16,24,23,9,4,1,4,3,2,5,6
هفتق,HFTQ,H,F,T,Q,26,20,3,21,9,2,4,7,3,3,1,1
هقلس,HQLS,H,Q,L,S,26,21,23,12,9,7,4,4,3,1,6,3
هكلس,HKLS,H,K,L,S,26,22,23,12,9,6,4,4,3,1,6,3
هلبث,HLBṮ,H,L,B,Ṯ,26,23,2,4,9,4,1,3,3,6,1,3
هلبج,HLBǦ,H,L,B,Ǧ,26,23,2,5,9,4,1,5,3,6,1,1
هلبس,HLBS,H,L,B,S,26,23,2,12,9,4,1,4,3,6,1,3
هلبش,HLBŠ,H,L,B,Š,26,23,2,13,9,4,1,5,3,6,1,3
هلبع,HLBʿ,H,L,B,ʿ,26,23,2,18,9,4,1,8,3,6,1,3
هلجب,HLǦB,H,L,Ǧ,B,26,23,5,2,9,4,5,1,3,6,1,1
هلدم,HLDM,H,L,D,M,26,23,8,24,9,4,4,1,3,6,1,5
هلطس,HLṬS,H,L,Ṭ,S,26,23,16,12,9,4,4,4,3,6,2,3
هلقب,HLQB,H,L,Q,B,26,23,21,2,9,4,7,1,3,6,1,1
هلقس,HLQS,H,L,Q,S,26,23,21,12,9,4,7,4,3,6,1,3
هلقم,HLQM,H,L,Q,M,26,23,21,24,9,4,7,1,3,6,1,5
هلكس,HLKS,H,L,K,S,26,23,22,12,9,4,6,4,3,6,1,3
همرج,HMRǦ,H,M,R,Ǧ,26,24,10,5,9,1,4,5,3,5,8,1
همرش,HMRŠ,H,M,R,Š,26,24,10,13,9,1,4,5,3,5,8,3
همسع,HMSʿ,H,M,S,ʿ,26,24,12,18,9,1,4,8,3,5,3,3
همقع,HMQʿ,H,M,Q,ʿ,26,24,21,18,9,1,7,8,3,5,1,3
هملج,HMLǦ,H,M,L,Ǧ,26,24,23,5,9,1,4,5,3,5,6,1
هملس,HMLS,H,M,L,S,26,24,23,12,9,1,4,4,3,5,6,3
هملط,HMLṬ,H,M,L,Ṭ,26,24,23,16,9,1,4,4,3,5,6,2
هملع,HMLʿ,H,M,L,ʿ,26,24,23,18,9,1,4,8,3,5,6,3
هنبث,HNBṮ,H,N,B,Ṯ,26,25,2,4,9,4,1,3,3,5,1,3
هنبذ,HNBḎ,H,N,B,Ḏ,26,25,2,9,9,4,1,3,3,5,1,3
هنبر,HNBR,H,N,B,R,26,25,2,10,9,4,1,4,3,5,1,8
هنبس,HNBS,H,N,B,S,26,25,2,12,9,4,1,4,3,5,1,3
هنبص,HNBṢ,H,N,B,Ṣ,26,25,2,14,9,4,1,4,3,5,1,4
هنبض,HNBḌ,H,N,B,Ḍ,26,25,2,15,9,4,1,4,3,5,1,7
هنبط,HNBṬ,H,N,B,Ṭ,26,25,2,16,9,4,1,4,3,5,1,2
هنبع,HNBʿ,H,N,B,ʿ,26,25,2,18,9,4,1,8,3,5,1,3
هنبغ,HNBĠ,H,N,B,Ġ,26,25,2,19,9,4,1,7,3,5,1,3
هنبق,HNBQ,H,N,B,Q,26,25,2,21,9,4,1,7,3,5,1,1
هنبك,HNBK,H,N,B,K,26,25,2,22,9,4,1,6,3,5,1,1
هنبل,HNBL,H,N,B,L,26,25,2,23,9,4,1,4,3,5,1,6
هنتل,HNTL,H,N,T,L,26,25,3,23,9,4,4,4,3,5,1,6
هنجل,HNǦL,H,N,Ǧ,L,26,25,5,23,9,4,5,4,3,5,1,6
هندب,HNDB,H,N,D,B,26,25,8,2,9,4,4,1,3,5,1,1
هندز,HNDZ,H,N,D,Z,26,25,8,11,9,4,4,4,3,5,1,3
هندس,HNDS,H,N,D,S,26,25,8,12,9,4,4,4,3,5,1,3
هندك,HNDK,H,N,D,K,26,25,8,22,9,4,4,6,3,5,1,1
هندل,HNDL,H,N,D,L,26,25,8,23,9,4,4,4,3,5,1,6
هندم,HNDM,H,N,D,M,26,25,8,24,9,4,4,1,3,5,1,5
هنقب,HNQB,H,N,Q,B,26,25,21,2,9,4,7,1,3,5,1,1
وورغم,WWRĠM,W,W,Ġ,M,27,27,19,24,6,6,7,1,9,9,3,5
وشوش,WŠWŠ,W,Š,W,Š,27,13,27,13,6,5,6,5,9,3,9,3
ولول,WLWL,W,L,W,L,27,23,27,23,6,4,6,4,9,6,9,6
وهبل,WHBL,W,H,B,L,27,26,2,23,6,9,1,4,9,3,1,6
وهوه,WHWH,W,H,W,H,27,26,27,26,6,9,6,9,9,3,9,3
يأجج,YʾǦǦ,Y,ʾ,Ǧ,Ǧ,28,1,5,5,5,9,5,5,9,1,1,1
يأيأ,YʾYʾ,Y,ʾ,Y,ʾ,28,1,28,1,5,9,5,9,9,1,9,1
يرمق,YRMQ,Y,R,M,Q,28,10,24,21,5,4,1,7,9,8,5,1
يرنأ,YRNʾ,Y,R,N,ʾ,28,10,25,1,5,4,4,9,9,8,5,1
يسمن,YSMN,Y,S,M,N,28,12,24,25,5,4,1,4,9,3,5,5
يلمق,YLMQ,Y,L,M,Q,28,23,24,21,5,4,1,7,9,6,5,1
ينبت,YNBT,Y,N,B,T,28,25,2,3,5,4,1,4,9,5,1,1
يهيه,YHYH,Y,H,Y,H,28,26,28,26,5,9,5,9,9,3,9,3
ييعث,YYʿṮ,Y,Y,ʿ,Ṯ,28,28,18,4,5,5,8,3,9,9,3,3
